title,price,location,area,bathrooms,bedrooms
"Type Ras Asaylah Townhouse, phase one, Al Mouj Muscat",650.0,"Al Mouj, Muscat, Oman",,2.0,2.0
Warehouse for Rent in Rusayl| REF 600TA,17500.0,"Al Rusayl, Muscat, Oman",,,
2 BR Elegant Flat Located in Al Mouj – Almeria South,600.0,"Al Mouj, Muscat, Oman",,2.0,2.0
170 SQM Office Lease Takeover in Ruwi CBD Area,350.0,"Ruwi, Muscat, Oman",,,
1125 SQM Spacious Warehouse/Land Space in Barka for Rent,3937.0,,,,
Shop for Rent in Al Khoud |REF 444YB,1900.0,"Al Khoud, Muscat, Oman",,,
Luxury Apartment for Rent in Muscat Hills | REF 480GB,430.0,"Muscat Hills, Muscat, Oman",,3.0,2.0
Brand New Apartment for Rent in Ruwi | REF 718YB,225.0,"Ruwi, Muscat, Oman",100.0,2.0,1.0
Luxury Standalone Villa for Rent in Al Mouj | REF 924MA,2150.0,"Al Mouj, Muscat, Oman",,7.0,
Brand New Office Space for Rent in Muscat Hills | REF 18iC,6.0,"Muscat Hills, Muscat, Oman",51.0,,
Fully Furnished Apartment For Rent In AL Khuwair 33 | REF 935BA,600.0,"Al Khuwair, Muscat, Oman",,7.0,
For Rent Villa In Al Khuwiar 42,1100.0,"Al Khuwayr South, Muscat,...",300.0,7.0,6.0
2 BHK Apartment for Rent in Al Khuwair,325.0,"Al Khuwair, Muscat, Oman",90.0,2.0,2.0
6BR Villa for Rent in Qurum,1000.0,,,7.0,6.0
Four Bedroom Twin Villa With Beautiful Garden In Bausher,1700.0,"Bawshar, Muscat, Oman",,3.0,4.0
Beautiful 4BR Commercial Villa for Rent in Azaiba at 18 Nov street,1500.0,"Azaiba, Muscat, Oman",,6.0,4.0
Sea View Twin-Villa for Rent in Al Hail North| REF 41YC,750.0,"Al Hail, Muscat, Oman",,8.0,6.0
Corner Shop for Rent in Al Khoud |REF 483YB,0.0,"Al Khoud, Muscat, Oman",,,
Big Warehouse 575sqm Available for Rent in Ghala,1400.0,"Ghala, Muscat, Oman",575.0,,
3 BR + Maid’s Room Amazing Villa in Al Khuwair with Amenities Nearby,700.0,"Al Khuwair, Muscat, Oman",,4.0,3.0
Renovated Townhouse For Rent In Al Qurum | REF 811BA,600.0,"Qurum, Muscat, Oman",,6.0,3.0
2 BHK Apartment for Rent ( Beach Oasis Building),550.0,,100.0,2.0,2.0
2 Desk Offices for Rent Located at Wattayah,250.0,"Wattayyah, Muscat, Oman",,,
"Rose Village, three-bedroom  townhouse, Muscat Hills",950.0,"Muscat Hills, Muscat, Oman",,4.0,3.0
For Rent offices Spaces In Al Qurum,890.0,"Qurum, Muscat, Oman",178.0,2.0,
6 + 1+1 BR Stunning Villa with Private Pool & Garden – Qurum,1300.0,"Qurum, Muscat, Oman",,6.0,6.0
Commercial Villa for Rent in Al Ghubra North| REF 30MC,1500.0,"Ghubrah North, Muscat, Oman",300.0,4.0,5.0
Sea View Villa for Rent in Shatti Al Qurum | REF 772TB,1350.0,"Shatti Al Qurum, Muscat, Oman",,5.0,4.0
2BHK Flat for rent in Ruwi,160.0,"Ruwi, Muscat, Oman",,2.0,2.0
Beautiful 1BHK Furnished Flat Available for Rent in Gubrah North (close to beach),330.0,"Ghubrah, Muscat, Oman",,1.0,1.0
"1 BR Fully Furnished Apartment in Bosher, Dolphin Village",550.0,"Bawshar, Muscat, Oman",,2.0,1.0
"Type B03, Liwan, Two bedroom apartment, Al Mouj",650.0,"Al Mouj, Muscat, Oman",,2.0,2.0
Beautiful Three Bedroom Apartment in Shatti with Sea views,550.0,"Shatti Al Qurum, Muscat, Oman",,3.0,3.0
1 BR Stunning Apartment in Al Mouj with Amenities,700.0,"Al Mouj, Muscat, Oman",,2.0,1.0
Huge Independent villa for Rent in MQ.,500.0,"Madinat As Sultan Qaboos, Muscat, Oman",,5.0,5.0
"Two bed apartment, Type B02, Liwan, Al Mouj",625.0,"Al Mouj, Muscat, Oman",,2.0,2.0
Brand New Highway Facing Offices,5.0,"Sohar, Al Batinah, Oman",,,
"Budget Apartment for Rent in Ruwi, Wattayah | REF 948iB",150.0,"Ruwi, Muscat, Oman",,2.0,2.0
Sea View Villa for Rent in Al Hail North | REF 34BA,650.0,"Al Hail North, Muscat, Oman",,5.0,3.0
Amazing Standalone Villa for Rent in Al Qurum | REF 473TB,750.0,"Qurum, Muscat, Oman",,4.0,4.0
"Four bedroom Santini B1 type villa, Al Mouj Muscat",1600.0,"Al Mouj, Muscat, Oman",,5.0,5.0
For Rent Villa In Shatiaa Al Qurum,700.0,"Shati Al Qurum, Muscat, O...",400.0,4.0,4.0
330 SQM Showroom for Rent at Azaiba with Amenities Nearby,2640.0,"Azaiba, Muscat, Oman",,,
1 BR Cozy Apartment in Al Khuwair – Gas Included,210.0,"Al Khuwair, Muscat, Oman",,2.0,1.0
Shop for Rent in Muscat Hills |REF 884MB,8.0,"Muscat Hills, Muscat, Oman",700.0,,
Ground Floor Apartment for Rent in Al Azaiba | REF 252YB,500.0,"Azaiba, Muscat, Oman",,3.0,3.0
Lovely Twin Villa for Rent in Al Ghubra South | REF 867YB,600.0,"Ghubrah South, Muscat, Oman",,,
Nice Villa for Sale in Al Khuwair | REF 668YA,93000.0,"Al Khuwair, Muscat, Oman",400.0,6.0,4.0
Spacious Unfurnished 5BR Commercial Villa for Rent in Azaiba,1300.0,"Azaiba, Muscat, Oman",350.0,5.0,5.0
One bedroom apartment in Rimal Bausher,325.0,,,2.0,1.0
3 BHK Apartment for Rent in Al Khuwair,450.0,,130.0,3.0,3.0
Office spaces and Work station for Rent in Ghala| REF 139TA,1000.0,"Ghala, Muscat, Oman",,,
Beautiful Design 4BR+Maidroom Twin Villa for Rent in Azaiba,800.0,"Azaiba, Muscat, Oman",,5.0,4.0
2BHK Flat for Rent in Ghubrah,250.0,"Ghubrah, Muscat, Oman",110.0,2.0,2.0
3 BR + 1 Maid’s Room Furnished Apartment in Bausher – with Pool/Gym,600.0,"Bawshar, Muscat, Oman",,4.0,3.0
Beautiful 4BR+Maidroom Villa for rent available at the prime location of Mawaleh North which is easily approachable to beach by 2 minutes walk.,550.0,"Al Mawaleh, Muscat, Oman",,5.0,4.0
Fully Serviced Offices with Amenities – Ideal for SMEs and Start-Ups,300.0,,,,
For Rent Hotel Apartment In Al wadi Al Kaber,300.0,"Wadi Kabir, Muscat, Oman",40.0,1.0,1.0
4 BR + Maid Room Spacious Villa in Ilam Gardens with Amenities,950.0,"Madinat al Ilam, Muscat, Oman",,5.0,4.0
2 BR Nice Apartment for Rent in Ruwi,250.0,"Ruwi, Muscat, Oman",,3.0,2.0
Spacious Apartment in Shatti Al Qurum | REF 693AM,425.0,"Shatti Al Qurum, Muscat, Oman",,2.0,2.0
Office Space available near Grand Hyatt Qurum FOR RENT,1600.0,"Shatti Al Qurum, Muscat, Oman",,,
Furnished Office Space in Maktabi Business Center Wattayah FOR RENT,375.0,"Wattayyah, Muscat, Oman",,,
Budget Apartment for Rent in Al Maabilah| REF 27iC,200.0,"Al Maabilah, Muscat, Oman",,3.0,3.0
For rent Warehouse (Store) In Al wadi Al Kabeer,1700.0,"Al Wadi Al Kabir, Muscat, Oman",1219.0,,
193 SQ M Smart Office in Bausher,1544.0,"Bawshar, Muscat, Oman",,,
3 Desk Office Space in Business Centre close to Muscat Hills,320.0,"Al Mawaleh, Muscat, Oman",,,
Luxury Apartment for Rent in Al Mouj |REF 188GB,650.0,"Al Mouj, Muscat, Oman",,2.0,2.0
Fantastic Town House For Rent In Al Qurum Heights| REF 746KH,1100.0,"Qurum, Muscat, Oman",,4.0,
4 BR + Maid’s Room Villa in Al Hail North with Large Garden,500.0,"Al Hail, Muscat, Oman",,5.0,4.0
Great Apartment for Rent in Shatti Al Qurum | REF 948BM,400.0,"Shatti Al Qurum, Muscat, Oman",,,
Newly constructed Twin- Villa for Rent in Azaiba| REF 982MB,1300.0,"Azaiba, Muscat, Oman",,5.0,4.0
For Rent Villa In Al Ghubara,450.0,"Ghubrah South, Muscat, Oman",250.0,4.0,3.0
Luxurious Townhouse for Rent in Madinat illam | REF 754TB,1450.0,"Madinat al Ilam, Muscat, Oman",,7.0,5.0
Spacious Townhousefor Rent in Bosher (Al Muna)| REF 960YB,2000.0,"Bawshar, Muscat, Oman",300.0,9.0,7.0
Penthouse Apartment for Rent in Al Ansab| REF 58BC,400.0,"Ansab, Muscat, Oman",,2.0,2.0
400 SQM Office Space for Rent – Qurum,2400.0,"Qurum, Muscat, Oman",,,
Office Space Available for Rent in Ghala,320.0,"Ghala, Muscat, Oman",,,
3 Bedroom Apartment for rent in Wattayya Hatat Complex,600.0,"Wattayyah, Muscat, Oman",,3.0,3.0
Fitted Office For Rent In AL Qurum | REF 862GA,400.0,"Qurum, Muscat, Oman",,,
378 SQM Prime Ground Floor Office – Shatti Al Qurum,2500.0,"Shatti Al Qurum, Muscat, Oman",,,
"Brand New Showroom, Office, and Apartment for Rent in Ghala |REF 341SB",1500.0,"Ghala, Muscat, Oman",,,
Apartment for Rent in Al Qurum | REF 200BB,325.0,"Qurum, Muscat, Oman",,2.0,2.0
Industrial Land for Rent in Al Russail |REF 463YB,5600.0,"Al Rusayl, Muscat, Oman",,,
7 BR + 1 Maid’s Room Spacious Villa for Rent in Azaiba,2200.0,"Azaiba, Muscat, Oman",,7.0,7.0
4 BR + Maid’s Room Wonderful Villa – Al Ansab,500.0,"Ansab, Muscat, Oman",,5.0,4.0
"Two bedroom apartment, Marsa Gardens, Al Mouj",600.0,"Al Mouj, Muscat, Oman",,2.0,2.0
Townhouse for rent in Madinate Al Illam | REF 445SH,700.0,"Madinat al Ilam, Muscat, Oman",,5.0,4.0
2BHK Flat for Rent in Azaiba,250.0,"Azaiba, Muscat, Oman",,2.0,2.0
"2 bedroom deluxe apartment for rent with Gym, swimming pool in Humriyah, Muscat, Oman",500.0,"Al Hamriyah, Muscat, Oman",180.0,3.0,2.0
3 + 1 BR Beautiful Villa for Rent – Al Hail,550.0,"Al Hail, Muscat, Oman",,5.0,4.0
4 BR + Maid’s Room Nice Villa with Garden in Madinat Qaboos,700.0,"Madinat As Sultan Qaboos, Muscat, Oman",,2.0,4.0
Furnished Apartment for Rent in Al Khuwair | REF 967iB,260.0,"Al Khuwair, Muscat, Oman",,1.0,
Stunning Townhouse for Rent in Bosher | REF 678TB,750.0,"Bawshar Al Muna, Muscat, Oman",300.0,4.0,3.0
For Rent Flat In Bousher,180.0,"Bawshar, Muscat, Oman",70.0,2.0,1.0
Spacious Apartment for Rent in Azaiba | REF 993iB,420.0,"Azaiba, Muscat, Oman",,5.0,3.0
Great Apartment for Rent in Al Qurum | REF 818YB,400.0,"Qurum, Muscat, Oman",,,
1 BR Brand New Apartment in Juman 2 with Terrace,700.0,"Al Mouj, Muscat, Oman",,2.0,1.0
#REF1101  Luxurious well designed fully equipped Furnished 1BHK Apartment available for Rent In Muscat Hills at Boulevard Tower,550.0,"Muscat Hills, Muscat, Oman",,2.0,1.0
Spacious Standalone Villa for Rent in Al Azaiba | REF 417BB,800.0,"Azaiba, Muscat, Oman",,5.0,
Hotel Apartment for Rent in Ghala | REF 9iC,840.0,"Ghala, Muscat, Oman",,1.0,
Commercial Showroom for Rent in Bosher| REF 48YC,2500.0,"Bawshar, Muscat, Oman",250.0,,
2 BR Luxury Fully Furnished Apartment | MGM,1500.0,,,3.0,2.0
Penthouse Apartment for Rent in MQ | REF 892iB,975.0,"Madinat As Sultan Qaboos, Muscat, Oman",,3.0,3.0
1 BR Wonderful Apartment – Al Mouj with Shared Pool,500.0,"Al Mouj, Muscat, Oman",,2.0,1.0
400sqm Commercial Space for Rent in Al Masfah,800.0,,,,
"Modern six-bedrooms twin villa, Al Hail",500.0,"Al Hail North, Muscat, Oman",,7.0,6.0
2 bhk in al khuwair easy access to resturants & groceries (good location),300.0,"Al Khuwair, Muscat, Oman",1.0,2.0,2.0
"Six bedroom villa , Shatti Al Qurum",2000.0,"Shatti Al Qurum, Muscat, Oman",,5.0,6.0
Stand Alone 5BR Villa with big front yard and shaded parking available for rent in Azaiba,1000.0,"Azaiba, Muscat, Oman",,5.0,5.0
Modern Townhouse for Rent in Bosher | REF 361GB,700.0,"Bawshar, Muscat, Oman",,5.0,5.0
4 BR Amazing Villa with Front Yard Garden – Ghubra,1000.0,,,3.0,4.0
Furnished Apartment for Rent in Al Mouj | REF 755iB,1750.0,"Al Mouj, Muscat, Oman",,4.0,3.0
For Rent Open Spaces In Al Qurum,815.0,"Qurum, Muscat, Oman",220.0,2.0,
Commercial Building available for Rent in Alkhuwair,390.0,"Al Khuwair, Muscat, Oman",139.0,,
2 BR Large Flat in Khuwair Service Road,260.0,"Al Khuwair, Muscat, Oman",,2.0,2.0
Beautiful & Spacious 2BHK Furnished Apartment for Rent In Al Azaiba,360.0,"Azaiba, Muscat, Oman",,3.0,2.0
"One bedroom fully furnished apartment, The Links, Muscat Hills",350.0,"Muscat Hills, Muscat, Oman",,1.0,1.0
Office Space for Rent in Ghala |REF 835MB,5.0,"Ghala, Muscat, Oman",97.0,,
"2 BHK Apartment for rent in Ghala, Muscat, Oman",250.0,"Ghala, Muscat, Oman",109.0,2.0,2.0
Luxury Apartment for Rent in Al Mouj | REF 799MA-1,700.0,"Al Mouj, Muscat, Oman",,2.0,2.0
"Oman Residence, Al Khuwair, Muscat, Three bedroom apartments",500.0,"Al Khuwair, Muscat, Oman",,3.0,3.0
1 BR Cozy Apartment for Rent in Al Mouj – Ocean View,500.0,"Al Mouj, Muscat, Oman",,1.0,1.0
5 Bedrooms + Pool Villa for Rent-750 Only In Madinat Al Ilam,675.0,"Madinat al Ilam, Muscat, Oman",,5.0,5.0
"Type B12, Two bedroom plus study  apartment, Liwan, Al Mouj Muscat",700.0,"Al Mouj, Muscat, Oman",,3.0,3.0
New Modern Townhouse for Rent in Bosher | REF 928TB,750.0,"Bawshar, Muscat, Oman",,4.0,3.0
For Rent Townhouse In Al Mouj,650.0,"Al Mouj, Muscat, Oman",120.0,3.0,2.0
Beautiful 4BR+Maidroom Villa for Rent in Muscat Bay,1400.0,"Muscat Bay, Muscat, Oman",422.24,6.0,4.0
Beautiful four bedroom twin villa in Madinat Qaboos,675.0,"Madinat As Sultan Qaboos, Muscat, Oman",,5.0,4.0
"2 BR + Maid’s Room Simplex Apartment, Madinat Sultan Qaboos",650.0,"Madinat As Sultan Qaboos, Muscat, Oman",,3.0,2.0
Luxury 5 Bedrooms + Maid Room Villa with sea view for Rent In Madinat al Ilam,1800.0,"Madinat al Ilam, Muscat, Oman",,6.0,5.0
Ground Floor Flat for Rent in Al Qurum 29 | REF 856MB,300.0,"Qurum 29, Muscat, Oman",100.0,2.0,2.0
"Aseel Complex, five bedroom villa, Madinat Qaboos",1000.0,"Madinat As Sultan Qaboos, Muscat, Oman",,6.0,5.0
"Five bedroom furnished villa with pool , Azaiba",3800.0,"Azaiba, Muscat, Oman",,6.0,5.0
Four Bedroom Furnished Townhouse with Sea Views in Barr Jissah,1200.0,"Barr Al Jissah, Muscat, Oman",,4.0,4.0
Gorgeous Townhouse for Rent in Al Azaiba | REF 875YB,750.0,"Azaiba, Muscat, Oman",,5.0,5.0
2-Desk Office for Rent – Qurum,250.0,"Qurum, Muscat, Oman",,,
"Type B02 apartment, Marsa One, Al Mouj, Muscat",900.0,"Al Mouj, Muscat, Oman",,2.0,2.0
2 BR Fully Furnished Apartment in Muscat Grand Mall,700.0,,,2.0,2.0
400 SQM Office Space – Qurum – Nearby Amenities,1400.0,"Qurum, Muscat, Oman",,,
Beautiful 4BR+maidroom Villa with Pool for  Rent in Seeb,450.0,"Seeb, Muscat, Oman",,5.0,4.0
2 Bedroom Apartment For Rent In Athaiba Tamara Bulidng,250.0,"Azaiba, Muscat, Oman",,2.0,2.0
Fully Furnished Apartment for Rent in Al Mouj| REF 46YC,700.0,"Al Mouj, Muscat, Oman",,2.0,2.0
1 BR Apartments In Duqm for Rent,160.0,,,1.0,1.0
"Three bedroom Triad A1, Phase 2, Al Mouj, Muscat",1450.0,"Al Mouj, Muscat, Oman",,,3.0
1 & 2 BHK Apartment for Rent in Qurum,225.0,,80.0,1.0,1.0
Marvelous Villa for Rent in Muscat Bay | REF 535TB,1500.0,"Muscat Bay, Muscat, Oman",,3.0,
Fully modern elegant villa for rent in qurum near by P.D.O,750.0,,350.0,5.0,4.0
2 Bedroom Apartments For Rent Near School Of Al Khuwair,275.0,"Al Khuwair, Muscat, Oman",90.0,2.0,2.0
Marvelous Twin Villa for Rent in Al Ansab | REF 565MB,550.0,"Ansab, Muscat, Oman",,5.0,
4 + 1 BR Stunning Villa for in Ghubra,900.0,,,5.0,4.0
"For Rent Flat In Al-ghubra, Muscat",250.0,"Ghubrah, Muscat, Oman",120.0,2.0,2.0
"Three bedroom Ras Al Hadd Townhouse, Al Mouj Muscat",900.0,"Al Mouj, Muscat, Oman",,3.0,3.0
2 BR Excellent Apartment in Ruwi,280.0,"Ruwi, Muscat, Oman",,3.0,2.0
"Stunning detached seven bedroom villa |Azaiba, Muscat",1200.0,"Azaiba, Muscat, Oman",,6.0,7.0
Office Space for Rent in Shatti Al Qurum |REF 568BB,3000.0,,,4.0,
"Furnished one bedroom apartment, Muscat Bay",625.0,"Muscat Bay, Muscat, Oman",,1.0,1.0
895 SQM Vibrant Office Spaces in Azaiba,4680.0,"Azaiba, Muscat, Oman",,,
Amazing Villa for Rent in Al Qurum | REF 789AM,1300.0,"Qurum, Muscat, Oman",,7.0,5.0
Beautiful Four Bedroom Villa In Muscat Hills,1250.0,"Muscat Hills, Muscat, Oman",,4.0,4.0
2 BR Cozy Apartment in Al Khuwair with Pool & Gym,350.0,"Al Khuwair, Muscat, Oman",,2.0,2.0
Commercial Villa for Rent in Al Azaiba | REF 291ME,1000.0,"Azaiba, Muscat, Oman",,,
Golf View 4BR+Maidroom Villa for Rent in Muscat Hills,1100.0,"Muscat Hills, Muscat, Oman",,5.0,4.0
"Type B06, Two Bedroom Fully Furnished Apartment, Siraj, Al Mouj Muscat",700.0,"Al Mouj, Muscat, Oman",,2.0,2.0
1 BR Fantastic Apartment in Al Mouj with Amenities,650.0,"Al Mouj, Muscat, Oman",,2.0,1.0
2 BR Nice Apartment in Al Mouj with Amenities,650.0,"Al Mouj, Muscat, Oman",,2.0,2.0
Commercial Villa for Rent in AL Aziba| REF 746YA,2500.0,"Azaiba, Muscat, Oman",,,
Budget Apartment for Rent in Al Qurum| REF 951TB,270.0,"Qurum, Muscat, Oman",,2.0,2.0
Commercial Villa for Rent in Al Qurum |REF 676ME,1350.0,"Qurum, Muscat, Oman",300.0,5.0,5.0
Elegant Twin Villa for Rent in Al Ansab| REF 72MA,700.0,"Ansab, Muscat, Oman",,12.0,11.0
Cozy Apartment for Rent in Al Khuwair | REF 450BB,220.0,"Al Khuwair, Muscat, Oman",,1.0,1.0
440 SQM Great Office Spaces in Azaiba,2310.0,"Azaiba, Muscat, Oman",,,
Modern Business Centre Space,129.0,,,,
Excellent Townhouse for Rent in Al Qurum | REF 472TB,550.0,"Qurum, Muscat, Oman",,5.0,4.0
Commercial Twin Villa for Rent in Al Mawaleh South | REF 461YB,1200.0,"Al Mawaleh South, Muscat, Oman",300.0,6.0,7.0
"2A Type, Two bedroom apartment in Almeria South, Al Mouj Muscat",600.0,"Al Mouj, Muscat, Oman",,2.0,2.0
1 BR Stylish Apartment with Partial Sea View – Al Mouj,600.0,"Al Mouj, Muscat, Oman",,2.0,1.0
2 BR Nice Apartment in Ruwi for Rent,230.0,"Ruwi, Muscat, Oman",,2.0,2.0
1 BR Great Apartment in Al Khuwair,225.0,"Al Khuwair, Muscat, Oman",,2.0,1.0
Shops for Rent in Al Amerat |REF 506TB,684.0,"Al Amarat, Muscat, Oman",,,
Brand New Shop for Rent in Azaiba| REF 936MB,650.0,"Azaiba, Muscat, Oman",53.5,,
Office Space for Rent in Bosher |REF 579TB,1200.0,"Bawshar, Muscat, Oman",,1.0,
Luxurious Apartment for Rent in Madinat ASSultan Qaboos | REF 762KH,600.0,,,2.0,
Commercial Spaces for Rent in Ghala |REF 559YB,900.0,"Ghala, Muscat, Oman",330.0,,
New Townhouse for Rent in Bosher | REF 824BB,750.0,"Bawshar Al Muna, Muscat, Oman",300.0,4.0,3.0
"2 BR Furnished Apartment in Mumtaz Plaza, Ruwi",350.0,"Ruwi, Muscat, Oman",,3.0,2.0
400 SQM Road-Facing Showroom for Rent in Ruwi,2500.0,"Ruwi, Muscat, Oman",,,
"Three bedroom villa, Madinat Sultan Qaboos",450.0,"Madinat As Sultan Qaboos, Muscat, Oman",,4.0,3.0
Spacious 4 + 2 Maid’s bedroom Villa for Rent in MQ| REF 121GM,1450.0,,,5.0,
Office for rent,800.0,"Qurum, Muscat, Oman",170.0,2.0,
"2 BR Apartment in Mumtaz Plaza, Ruwi",300.0,"Ruwi, Muscat, Oman",,3.0,2.0
5 BR + Maid’s Room Spacious Villa in Azaiba,730.0,"Azaiba, Muscat, Oman",,6.0,5.0
Fantastic Villa for rent in MQ| REF 78iC,700.0,"Madinat As Sultan Qaboos, Muscat, Oman",,6.0,4.0
"Newly Renovated Two Bedroom Apartments for rent in Shatti Al  Qurum, Muscat",450.0,"Shatti Al Qurum, Muscat, Oman",,2.0,2.0
Shop for Rent in Al Khuwair |REF 583MB,1000.0,"Al Khuwair, Muscat, Oman",,,
Rennovated Property with Brand New Furnished Options Available,1640.0,,,,
205 SQM Spacious Office for Rent – Al Khuwair,650.0,"Al Khuwair, Muscat, Oman",,,
Great Office Space for Rent in Al Khuwair | REF 951BM,750.0,"Al Khuwair, Muscat, Oman",,,
Wonderful Townhouse for Rent in Al Mouj | REF 558TB,1350.0,"Al Mouj, Muscat, Oman",,4.0,
Nice Twin Villa for Rent in MQ | REF 462BB,550.0,"Madinat As Sultan Qaboos, Muscat, Oman",300.0,5.0,4.0
Luxury Twin Villa for Rent in MQ| REF 940TB,1700.0,"Madinat As Sultan Qaboos, Muscat, Oman",,6.0,5.0
Primary location Shop for Rent in AL Khoud 6| REF 260SB,1500.0,"Al Khoud, Muscat, Oman",,,
Commercial Standalone Villa for Rent in Shatti Al Qurum | REF 388YB,2300.0,"Shatti Al Qurum, Muscat, Oman",,4.0,
"Four bedroom villa, Mawaleh North",750.0,"Al Mawaleh North, Muscat, Oman",,4.0,4.0
2 BR Lovely Flat Located in Ruwi,250.0,"Ruwi, Muscat, Oman",,2.0,2.0
Fully Furnished 6 Desk Office with Free Services,589.0,"Azaiba, Muscat, Oman",,,
"Modern three bedroom plus guest room apartment ,Ansab",400.0,"Ansab, Muscat, Oman",,3.0,3.0
Brand New Office Space for Rent in Azaiba | REF 3MC,6.0,"Azaiba, Muscat, Oman",86.0,,
"Type 1F, one bedroom apartment, Almeria East, Al Mouj Muscat",450.0,"Al Mouj, Muscat, Oman",,1.0,1.0
2 BR + Maid’s Room Apartment in Azaiba with Amenities Nearby,300.0,"Azaiba, Muscat, Oman",,3.0,2.0
Beautiful 4 Bedrooms Villa For Rent in North Al Hail,450.0,"Al Hail, Muscat, Oman",,4.0,4.0
For Rent Flat In Al Seeb,140.0,"Seeb, Muscat, Oman",70.0,2.0,1.0
"1 BHK Flat for rent in Ruwi, Muscat",180.0,"Ruwi, Muscat, Oman",75.0,2.0,1.0
"2 BHK flat for rent in Al Mouj, Muscat, Oman",550.0,"Al Mouj, Muscat, Oman",150.0,3.0,2.0
For Rent Villa In Al Muna Bousher,650.0,"Bawshar, Muscat, Oman",500.0,5.0,4.0
410sqm Office space available for rent in Ruwi near central bank,1100.0,,410.0,,
Excellent Standalone Villa for Rent in Al Ghubra South | REF 499MB,1200.0,,,9.0,
"4 BHK villa for rent in Madinat Al illam, Muscat, Oman",475.0,"Madinat al Ilam, Muscat, Oman",500.0,3.0,4.0
Huge Apartment for Rent in Al Ghubra North |REF 45YB,230.0,"Ghubrah North, Muscat, Oman",100.0,3.0,2.0
370sqm Showroom on ground floor available for rent in Ruwi,2000.0,"Ruwi, Muscat, Oman",370.0,,
Apartments and Office for Rent in Al Khuwair | REF 577TB,260.0,"Al Khuwair, Muscat, Oman",,2.0,2.0
170 SQ M Office Space in Ghubrah,350.0,"Ghubrah, Muscat, Oman",,,
Beautiful 5BR+ Maidroom Villa for Rent in Madinat Qaboos,550.0,"Madinat As Sultan Qaboos, Muscat, Oman",,6.0,5.0
For Rent Flat In Al Seeb,180.0,"Seeb, Muscat, Oman",86.0,2.0,1.0
Stunning Standalone Villa for rent in Bosher | REF 45iC,2250.0,"Bawshar, Muscat, Oman",,9.0,7.0
Three bedroom fully furnished apartment in Al Qurum,850.0,"Qurum, Muscat, Oman",,3.0,3.0
Apartment with Private Garden for Rent in Ruwi| REF 147BB,340.0,"Ruwi, Muscat, Oman",,4.0,2.0
Shop for Rent in Maabela,500.0,,40.0,,
"Beautiful & Spacious 4BR Villa for Rent at the prime loction of Gubrah at 18 Nov street near to all daily necessities such as hypermarket, Restaurants, malls, petrol pump etc.",800.0,"Ghubrah, Muscat, Oman",,5.0,4.0
3BR Villa for Rent in Madinat Qaboos (Orchid Compound),500.0,"Madinat As Sultan Qaboos, Muscat, Oman",,3.0,3.0
Commercial Townhouse for Rent in Madinat Al Sultan Qaboos| REF 33BC,850.0,"Madinat As Sultan Qaboos, Muscat, Oman",,4.0,5.0
